name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,450,412,108,61,45010841261,Ayasofya,450.84375,-412.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,454,401,86,61,4548640161,Ayasofya,454.671875,-401.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,458,401,82,61,4588240161,Ayasofya,458.640625,-401.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,460,401,65,61,4606540161,Ayasofya,460.5078125,-401.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,463,399,68,61,4636839961,Ayasofya,463.53125,-399.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,466,399,44,61,4664439961,Ayasofya,466.34375,-399.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,472,398,4,61,4720439861,Ayasofya,472.03125,-398.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,474,398,64,61,4746439861,Ayasofya,474.5,-398.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,476,398,27,61,4762739861,Ayasofya,476.2109375,-398.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,477,397,90,61,4779039761,Ayasofya,477.703125,-397.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,479,397,68,61,4796839761,Ayasofya,479.53125,-397.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,488,385,67,61,4886738561,Ayasofya,488.5234375,-385.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,495,390,81,61,4958139061,Ayasofya,495.6328125,-390.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,499,390,81,61,4998139061,Ayasofya,499.6328125,-390.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,503,390,52,61,5035239061,Ayasofya,503.40625,-390.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,506,390,68,61,5066839061,Ayasofya,506.53125,-390.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,512,388,3,61,5120338861,Ayasofya,512.0234375,-388.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,515,388,87,61,5158738861,Ayasofya,515.6796875,-388.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,518,388,45,61,5184538861,Ayasofya,518.3515625,-388.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,450,377,109,61,45010937761,Ayasofya,450.8515625,-377.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,453,377,5,61,4530537761,Ayasofya,453.0390625,-377.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,457,376,88,61,4578837661,Ayasofya,457.6875,-376.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,465,370,1,61,4650037061,Ayasofya,465.0,-370.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,485,374,19,61,4851937461,Ayasofya,485.1484375,-374.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,484,383,6,61,4840638361,Ayasofya,484.046875,-383.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,487,371,120,61,48712037161,Ayasofya,487.9375,-371.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,491,371,100,61,49110037161,Ayasofya,491.78125,-371.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,495,371,3,61,4950337161,Ayasofya,495.0234375,-371.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,500,370,115,61,50011537061,Ayasofya,500.8984375,-370.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,503,370,106,61,50310637061,Ayasofya,503.828125,-370.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,506,370,76,61,5067637061,Ayasofya,506.59375,-370.5234375
