fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
331,Orc Camp,0,WOD_OrcCamp_Small_02,157,589,44,106,87,5891064487,Dwynnen,589.828125,-44.3203125,1
1103,Orc Camp,0,WOD_OrcCamp_Medium_01,-69,487,24,124,67,4871242467,Dwynnen,487.96875,-24.4765625,2
1153,Orc Camp,0,WOD_OrcCamp_Medium_02,72,496,24,119,26,4961192426,Dwynnen,496.9296875,-24.796875,2
1215,Orc Camp,0,WOD_OrcCamp_Medium_01,111,490,86,125,125,49012586125,Dwynnen,490.9765625,-86.0234375,1
1216,Orc Camp,0,WOD_OrcCamp_Medium_02,77,505,71,104,32,5051047132,Dwynnen,505.8125,-71.75,1
1220,Orc Camp,0,WOD_OrcCamp_Small_02,72,536,122,5,31,5360512231,Dwynnen,536.0390625,-122.7578125,1
1222,Orc Camp,0,WOD_OrcCamp_Medium_01,127,569,52,83,45,569835245,Dwynnen,569.6484375,-52.6484375,1
1223,Orc Camp,0,WOD_OrcCamp_Medium_02,117,573,43,38,74,573384374,Dwynnen,573.296875,-43.421875,1
1224,Orc Camp,0,WOD_OrcCamp_Medium_03,-107,570,56,6,102,5700656102,Dwynnen,570.046875,-56.203125,1
1227,Orc Camp,0,WOD_OrcCamp_Small_02,33,522,41,36,47,522364147,Dwynnen,522.28125,-41.6328125,1
1244,Orc Camp,0,WOD_OrcCamp_Medium_02,108,522,116,47,106,52247116106,Dwynnen,522.3671875,-116.171875,1
1246,Orc Camp,0,WOD_OrcCamp_Large_01,48,520,103,79,47,5207910347,Dwynnen,520.6171875,-103.6328125,1
1252,Orc Camp,0,WOD_OrcCamp_Medium_03,-146,497,52,14,81,497145281,Dwynnen,497.109375,-52.3671875,1
1255,Orc Camp,0,WOD_OrcCamp_Small_02,-91,551,106,128,109,551128106109,Dwynnen,552,-106.1484375,1
1256,Orc Camp,0,WOD_OrcCamp_Small_03,-107,522,86,58,70,522588670,Dwynnen,522.453125,-86.453125,1
1301,Orc Camp,0,WOD_OrcCamp_Medium_03,19,580,38,14,23,580143823,Dwynnen,580.109375,-38.8203125,1
1316,Orc Camp,0,WOD_OrcCamp_Large_01,-122,561,35,24,46,561243546,Dwynnen,561.1875,-35.640625,1
1320,Orc Camp,0,WOD_OrcCamp_Medium_01,103,564,42,124,96,5641244296,Dwynnen,564.96875,-42.25,1
1321,Orc Camp,0,WOD_OrcCamp_Medium_02,-166,506,86,36,64,506368664,Dwynnen,506.28125,-86.5,1
1342,Orc Camp,0,WOD_OrcCamp_Medium_02,102,518,145,79,102,51879145102,Dwynnen,518.6171875,-145.203125,1
1352,Orc Camp,0,WOD_OrcCamp_Small_01,44,532,20,114,38,5321142038,Dwynnen,532.890625,-20.703125,1
1354,Orc Camp,0,WOD_OrcCamp_Small_03,-134,581,54,95,26,581955426,Dwynnen,581.7421875,-54.796875,1
1357,Orc Camp,0,WOD_OrcCamp_Medium_03,-16,517,89,82,76,517828976,Dwynnen,517.640625,-89.40625,1
1377,Orc Camp,0,WOD_OrcCamp_Medium_02,-143,506,94,78,116,5067894116,Dwynnen,506.609375,-94.09375,1
1380,Orc Camp,0,WOD_OrcCamp_Small_01,102,504,19,69,82,504691982,Dwynnen,504.5390625,-19.359375,1
1386,Orc Camp,0,WOD_OrcCamp_Large_01,-94,509,105,13,54,5091310554,Dwynnen,509.1015625,-105.578125,1
