fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
332,Orc Camp,0,WOD_OrcCamp_Small_03,107,590,43,113,83,5901134383,Kambria,590.8828125,-43.3515625,1
333,Orc Camp,0,WOD_OrcCamp_Medium_01,112,590,45,78,31,590784531,Kambria,590.609375,-45.7578125,1
367,Orc Camp,0,WOD_OrcCamp_Small_03,-148,620,46,42,47,620424647,Kambria,620.328125,-46.6328125,4
368,Orc Camp,0,WOD_OrcCamp_Medium_01,92,620,46,29,36,620294636,Kambria,620.2265625,-46.71875,4
369,Orc Camp,0,WOD_OrcCamp_Medium_02,42,619,46,19,8,619194608,Kambria,619.1484375,-46.9375,4
457,Orc Camp,0,WOD_OrcCamp_Small_02,-151,585,81,125,93,5851258193,Kambria,585.9765625,-81.2734375,1
458,Orc Camp,0,WOD_OrcCamp_Small_03,77,586,81,51,123,5865181123,Kambria,586.3984375,-81.0390625,1
459,Orc Camp,0,WOD_OrcCamp_Medium_01,72,585,82,119,28,5851198228,Kambria,585.9296875,-82.78125,1
460,Orc Camp,0,WOD_OrcCamp_Medium_02,-51,574,70,50,36,574507036,Kambria,574.390625,-70.71875,1
461,Orc Camp,0,WOD_OrcCamp_Medium_03,4,574,72,115,19,5741157219,Kambria,574.8984375,-72.8515625,1
462,Orc Camp,0,WOD_OrcCamp_Large_01,103,574,71,78,91,574787191,Kambria,574.609375,-71.2890625,1
463,Orc Camp,0,WOD_OrcCamp_Small_01,-155,596,75,65,108,5966575108,Kambria,596.5078125,-75.15625,1
464,Orc Camp,0,WOD_OrcCamp_Small_02,-2,597,76,92,116,5979276116,Kambria,597.71875,-76.09375,1
465,Orc Camp,0,WOD_OrcCamp_Small_03,-63,595,76,24,108,5952476108,Kambria,595.1875,-76.15625,1
466,Orc Camp,0,WOD_OrcCamp_Medium_01,76,576,83,55,29,576558329,Kambria,576.4296875,-83.7734375,1
467,Orc Camp,0,WOD_OrcCamp_Medium_02,14,577,83,83,63,577838363,Kambria,577.6484375,-83.5078125,1
468,Orc Camp,0,WOD_OrcCamp_Medium_03,-74,578,84,70,102,5787084102,Kambria,578.546875,-84.203125,1
469,Orc Camp,0,WOD_OrcCamp_Large_01,-151,565,97,93,58,565939758,Kambria,565.7265625,-97.546875,1
470,Orc Camp,0,WOD_OrcCamp_Small_01,96,566,95,127,82,5661279582,Kambria,566.9921875,-95.359375,1
471,Orc Camp,0,WOD_OrcCamp_Small_02,-62,565,96,10,83,565109683,Kambria,565.078125,-96.3515625,1
797,Orc Camp,0,WOD_OrcCamp_Medium_03,53,643,57,47,49,643475749,Kambria,643.3671875,-57.6171875,4
936,Orc Camp,0,WOD_OrcCamp_Medium_02,-14,648,58,65,113,6486558113,Kambria,648.5078125,-58.1171875,4
944,Orc Camp,0,WOD_OrcCamp_Medium_03,43,650,42,23,123,6502342123,Kambria,650.1796875,-42.0390625,4
959,Orc Camp,0,WOD_OrcCamp_Large_01,-71,646,42,83,61,646834261,Kambria,646.6484375,-42.5234375,4
963,Orc Camp,0,WOD_OrcCamp_Medium_01,-62,640,51,5,95,640055195,Kambria,640.0390625,-51.2578125,4
1009,Orc Camp,0,WOD_OrcCamp_Small_01,151,637,42,55,29,637554229,Kambria,637.4296875,-42.7734375,4
1028,Orc Camp,0,WOD_OrcCamp_Medium_03,111,643,40,64,28,643644028,Kambria,643.5,-40.78125,4
1210,Orc Camp,0,WOD_OrcCamp_Medium_03,-164,597,74,77,18,597777418,Kambria,597.6015625,-74.859375,1
1270,Orc Camp,0,WOD_OrcCamp_Small_03,159,606,59,77,61,606775961,Kambria,606.6015625,-59.5234375,1
1284,Orc Camp,0,WOD_OrcCamp_Small_03,-27,638,71,42,61,638427161,Kambria,638.328125,-71.5234375,1
1310,Orc Camp,0,WOD_OrcCamp_Small_01,16,576,69,123,36,5761236936,Kambria,576.9609375,-69.71875,1
1391,Orc Camp,0,WOD_OrcCamp_Medium_02,179,593,94,110,100,59311094100,Kambria,593.859375,-94.21875,1
