name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,271,446,82,61,2718244661,Myrkwasa,271.640625,-446.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,273,446,83,61,2738344661,Myrkwasa,273.6484375,-446.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,278,446,14,61,2781444661,Myrkwasa,278.109375,-446.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,282,446,40,61,2824044661,Myrkwasa,282.3125,-446.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,265,417,74,61,2657441761,Myrkwasa,265.578125,-417.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,295,419,120,61,29512041961,Myrkwasa,295.9375,-419.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,300,420,122,61,30012242061,Myrkwasa,300.953125,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,302,420,77,61,3027742061,Myrkwasa,302.6015625,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,304,420,33,61,3043342061,Myrkwasa,304.2578125,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,306,420,31,61,3063142061,Myrkwasa,306.2421875,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,307,420,102,61,30710242061,Myrkwasa,307.796875,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,309,420,38,61,3093842061,Myrkwasa,309.296875,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,311,420,113,61,31111342061,Myrkwasa,311.8828125,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,314,420,10,61,3141042061,Myrkwasa,314.078125,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,319,419,13,61,3191341961,Myrkwasa,319.1015625,-419.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,321,420,41,61,3214142061,Myrkwasa,321.3203125,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,323,420,82,61,3238242061,Myrkwasa,323.640625,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,326,420,4,61,3260442061,Myrkwasa,326.03125,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,329,420,68,61,3296842061,Myrkwasa,329.53125,-420.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,311,412,124,61,31112441261,Myrkwasa,311.96875,-412.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,309,411,91,61,3099141161,Myrkwasa,309.7109375,-411.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,307,411,67,61,3076741161,Myrkwasa,307.5234375,-411.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,307,390,77,61,3077739061,Myrkwasa,307.6015625,-390.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,264,453,33,61,2643345361,Myrkwasa,264.2578125,-453.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,265,450,67,50,2656745050,Myrkwasa,265.5234375,-450.609375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,289,437,67,29,2896743729,Myrkwasa,289.5234375,-437.7734375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,278,432,67,23,2786743223,Myrkwasa,278.5234375,-432.8203125
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,90.0,270,421,120,61,27012042161,Myrkwasa,270.9375,-421.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,291,433,67,100,29167433100,Myrkwasa,291.5234375,-433.21875
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,291,429,67,61,2916742961,Myrkwasa,291.5234375,-429.5234375
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,289,420,67,73,2896742073,Myrkwasa,289.5234375,-420.4296875
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,294,408,67,42,2946740842,Myrkwasa,294.5234375,-408.671875
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,315,417,67,59,3156741759,Myrkwasa,315.5234375,-417.5390625
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,295,399,67,58,2956739958,Myrkwasa,295.5234375,-399.546875
Myrkwasa Banner Post,0,WOD_Myrkwasa_BannerPost_01,,300,394,67,37,3006739437,Myrkwasa,300.5234375,-394.7109375
