name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,gisX,gisY
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_01,422,39,62,64,422643964,422.5,-39.5
WOD_GuardTower,0,WOD_Guardtower_01,422,39,61,21,422643921,422.5,-39.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_02,422,40,66,21,422644021,422.5,-40.8359375
WOD_BanditCamp,0,WOD_BanditCamp_07,426,40,21,107,4262140107,426.1640625,-40.1640625
WOD_Ruins,0,WOD_Ruins_04,431,40,64,58,431644064,431.5,-40.5
WOD_GuardTower,0,WOD_Guardtower_01,451,40,67,107,4516440107,451.5,-40.1640625
WOD_BanditCamp,0,WOD_BanditCamp_03,418,41,21,64,418214164,418.1640625,-41.5
WOD_BanditCamp,0,WOD_BanditCamp_02,428,41,21,21,428214121,428.1640625,-41.8359375
WOD_Ruins,0,WOD_Ruins_02,431,41,107,64,4311074164,431.8359375,-41.5
WOD_BanditCamp,0,WOD_BanditCamp_09,442,41,21,21,442214121,442.1640625,-41.8359375
WOD_BanditCamp,0,WOD_BanditCamp_08,422,42,70,21,422644221,422.5,-42.8359375
WOD_BanditCamp,0,WOD_BanditCamp_03,423,42,107,107,42310742107,423.8359375,-42.1640625
WOD_Ruins,0,WOD_Ruins_04,444,42,107,64,4441074264,444.8359375,-42.5
WOD_Ruins,0,WOD_Ruins_02,446,42,21,64,446214264,446.1640625,-42.5
WOD_BanditFort,0,WOD_BanditFort_01,449,42,64,21,449644221,449.5,-42.8359375
WOD_Ruins,0,WOD_Ruins_02,450,42,21,26,450214221,450.1640625,-42.8359375
WOD_Ruins,0,WOD_Ruins_01,480,42,64,107,4806442107,480.5,-42.1640625
WOD_GuardTower,0,WOD_Guardtower_01,482,42,107,60,4821074264,482.8359375,-42.5
WOD_BanditFort,0,WOD_BanditFort_01,483,42,64,72,483644264,483.5,-42.5
WOD_Ruins,0,WOD_Ruins_04,421,43,21,107,4212143107,421.1640625,-43.1640625
WOD_Ruins,0,WOD_Ruins_01,421,43,107,107,42110743107,421.8359375,-43.1640625
WOD_BanditFort,0,WOD_BanditFort_01,422,43,107,21,4221074321,422.8359375,-43.8359375
WOD_BanditCamp,0,WOD_BanditCamp_09,432,43,107,64,4321074364,432.8359375,-43.5
WOD_BanditCamp,0,WOD_BanditCamp_09,433,43,107,107,43310743107,433.8359375,-43.1640625
WOD_Ruins,0,WOD_Ruins_02,453,43,107,64,4531074364,453.8359375,-43.5
WOD_Ruins,0,WOD_Ruins_06,459,43,21,107,4592143107,459.1640625,-43.1640625
WOD_Ruins,0,WOD_Ruins_04,460,43,64,21,460644321,460.5,-43.8359375
WOD_Ruins,0,WOD_Ruins_05,480,43,64,107,4806443107,480.5,-43.1640625
WOD_Ruins,0,WOD_Ruins_05,481,43,107,107,48110743107,481.8359375,-43.1640625
WOD_GuardTower,0,WOD_Guardtower_01,420,44,21,68,420214464,420.1640625,-44.5
WOD_Shrine,0,WOD_Shrine_Dibella_01,421,44,21,60,421214464,421.1640625,-44.5
WOD_Ruins,0,WOD_Ruins_06,421,44,107,21,4211074421,421.8359375,-44.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_01,424,44,21,66,424214464,424.1640625,-44.5
WOD_Ruins,0,WOD_Ruins_01,425,44,107,107,42510744107,425.8359375,-44.1640625
WOD_GuardTower,0,WOD_Guardtower_01,426,44,64,59,426644464,426.5,-44.5
WOD_Ruins,0,WOD_Ruins_05,428,44,107,21,4281074421,428.8359375,-44.8359375
WOD_BanditFort,0,WOD_BanditFort_01,435,44,56,64,435644464,435.5,-44.5
WOD_BanditCamp,0,WOD_BanditCamp_08,435,44,107,64,4351074464,435.8359375,-44.5
WOD_Ruins,0,WOD_Ruins_02,438,44,107,64,4381074464,438.8359375,-44.5
WOD_BanditCamp,0,WOD_BanditCamp_02,452,44,21,64,452214464,452.1640625,-44.5
WOD_GuardTower,0,WOD_Guardtower_01,454,44,59,64,454644464,454.5,-44.5
WOD_BanditCamp,0,WOD_BanditCamp_09,455,44,107,64,4551074464,455.8359375,-44.5
WOD_BanditCamp,0,WOD_BanditCamp_07,455,44,107,107,45510744107,455.8359375,-44.1640625
WOD_BanditCamp,0,WOD_BanditCamp_06,470,44,21,21,470214421,470.1640625,-44.8359375
WOD_GuardTower,0,WOD_Guardtower_01,481,44,61,107,4816444107,481.5,-44.1640625
WOD_BanditCamp,0,WOD_BanditCamp_01,481,44,21,21,481214421,481.1640625,-44.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_08,483,44,21,21,483214421,483.1640625,-44.8359375
WOD_BanditFort,0,WOD_BanditFort_01,483,44,21,107,4832144107,483.1640625,-44.1640625
WOD_BanditFort,0,WOD_BanditFort_01,484,44,64,107,4846444107,484.5,-44.1640625
WOD_GuardTower,0,WOD_Guardtower_01,422,45,69,64,422644564,422.5,-45.5
WOD_Ruins,0,WOD_Ruins_02,422,45,60,21,422644521,422.5,-45.8359375
WOD_BanditCamp,0,WOD_BanditCamp_05,445,45,64,21,445644521,445.5,-45.8359375
WOD_GuardTower,0,WOD_Guardtower_01,448,45,67,107,4486445107,448.5,-45.1640625
WOD_GuardTower,0,WOD_Guardtower_01,448,45,67,21,448644521,448.5,-45.8359375
WOD_GuardTower,0,WOD_Guardtower_01,463,45,67,21,463644521,463.5,-45.8359375
WOD_BanditCamp,0,WOD_BanditCamp_09,463,45,107,21,4631074521,463.8359375,-45.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_05,464,45,21,62,464214564,464.1640625,-45.5
WOD_Ruins,0,WOD_Ruins_06,464,45,107,21,4641074521,464.8359375,-45.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_04,465,45,64,21,465644521,465.5,-45.8359375
