name,type,prefab,worldX,worldY,terrainX,terrainY,gisX,gisY
WOD_BanditCamp,0,WOD_BanditCamp_07,587,276,21,64,587.1640625,-276.5
WOD_BanditCamp,0,WOD_BanditCamp_08,589,278,107,107,589.8359375,-278.1640625
WOD_Ruins,0,WOD_Ruins_02,590,288,21,107,590.1640625,-288.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,579,289,107,21,579.8359375,-289.8359375
WOD_Ruins,0,WOD_Ruins_01,587,289,21,60,587.1640625,-289.5
WOD_Ruins,0,WOD_Ruins_02,589,289,21,21,589.1640625,-289.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_04,582,290,21,62,582.1640625,-290.5
WOD_BanditCamp,0,WOD_BanditCamp_02,582,290,64,21,582.5,-290.8359375
WOD_BanditFort,0,WOD_BanditFort_01,592,290,21,107,592.1640625,-290.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,589,291,107,107,589.8359375,-291.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,592,291,21,107,592.1640625,-291.1640625
WOD_Ruins,0,WOD_Ruins_02,579,292,107,64,579.8359375,-292.5
WOD_BanditCamp,0,WOD_BanditCamp_07,579,293,70,64,579.5,-293.5
WOD_Ruins,0,WOD_Ruins_03,578,294,107,107,578.8359375,-294.1640625
WOD_BanditCamp,0,WOD_BanditCamp_06,579,294,60,64,579.5,-294.5
WOD_Ruins,0,WOD_Ruins_05,579,294,59,107,579.5,-294.1640625
WOD_Ruins,0,WOD_Ruins_02,579,294,60,21,579.5,-294.8359375
WOD_Ruins,0,WOD_Ruins_04,559,295,64,21,559.5,-295.8359375
WOD_BanditCamp,0,WOD_BanditCamp_04,564,295,21,107,564.1640625,-295.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,589,295,64,107,589.5,-295.1640625
WOD_BanditCamp,0,WOD_BanditCamp_07,560,296,21,21,560.1640625,-296.8359375
WOD_GuardTower,0,WOD_Guardtower_01,553,297,107,60,553.8359375,-297.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_04,554,297,21,62,554.1640625,-297.5
WOD_Ruins,0,WOD_Ruins_03,555,297,64,21,555.5,-297.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_01,555,297,107,21,555.8359375,-297.8359375
WOD_Ruins,0,WOD_Ruins_05,571,297,107,64,571.8359375,-297.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_08,549,299,60,64,549.5,-299.5
WOD_GuardTower,0,WOD_Guardtower_01,561,299,107,60,561.8359375,-299.5
WOD_Ruins,0,WOD_Ruins_05,564,299,64,107,564.5,-299.1640625
WOD_BanditCamp,0,WOD_BanditCamp_09,565,299,21,107,565.1640625,-299.1640625
WOD_Ruins,0,WOD_Ruins_01,575,299,21,107,575.1640625,-299.1640625
WOD_BanditCamp,0,WOD_BanditCamp_05,584,299,64,72,584.5,-299.5
WOD_GuardTower,0,WOD_Guardtower_01,548,300,59,64,548.5,-300.5
WOD_Ruins,0,WOD_Ruins_05,549,300,21,107,549.1640625,-300.1640625
WOD_BanditFort,0,WOD_BanditFort_01,549,300,107,107,549.8359375,-300.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_03,575,300,60,64,575.5,-300.5
WOD_Ruins,0,WOD_Ruins_06,585,300,64,56,585.5,-300.5
